id	title	year	venue	language	RQs	relevance	score	decision	reason
lavrinovics_multihal_2025	{MultiHal}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
le_anspre_2024	{ANSPRE}	2024	Frontiers in Artificial Intelligence and Applications		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
le_framework_2024	A {Framework}	2024	2024 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lea_reducing_2024	Reducing {AI}	2024	osti.gov		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lee_altcanvas_2024	{AltCanvas}	2024	Proceedings of the 26th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lee_can_2025	Can an {LLM}	2025	Proceedings of the {IEEE}		RQ3	Baja	1.0	Include	XAI/calibración
lee_developing_2025	Developing a computer-based tutor utilizing {Generative}	2025	Education and Information Technologies		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_enhancing_2024	Enhancing {Large}	2024	Journal of Personalized Medicine		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lee_enhancing_2024-1	Enhancing large language model reliability: minimizing hallucinations with dual retrieval-augmented generation based on the latest diabetes guidelines	2024	Journal of Personalized Medicine		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lee_evaluating_2024	Evaluating consistencies in llm responses through a semantic clustering of question answering	2024	arXiv preprint arXiv:2410.15440		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lee_finetune-rag_2025	Finetune-{RAG}	2025	arXiv preprint arXiv:2505.10792		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_less_2025	Less is {Better}	2025	Proceedings of the {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_llm-based_2025	{LLM}	2025			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lee_llm-driven_2024	An {LLM}	2024	Proceedings of the 25th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_log2plan_2025	{Log2Plan}	2025	Proceedings of the 38th {Annual}		-	Baja	0.0	Maybe	Fuera de alcance
lee_memory-augmented_2025	Memory-{Augmented}	2025	Applied Sciences (Switzerland)		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lee_mvprompt_2025	{MVPrompt}	2025	Proceedings of the 2025 {CHI}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lee_novel_2025	A {Novel}	2025	International {Conference}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lee_peerspective_2025	Peerspective: {A}	2025	Proceedings of the 2025 {CHI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lee_performance_2024	Performance comparison of retrieval-augmented generation and fine-tuned large language models for construction safety management knowledge retrieval	2024	Automation in Construction		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_rag-enhanced_2025	{RAG}	2025	arXiv preprint arXiv …		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
lee_retrieval-augmented_2025	A {Retrieval}	2025	Computer Animation and Virtual Worlds		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lee_rex_2024	{REX}	2024	Proceedings of the 2024 {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lee_sensible_2025	Sensible {Agent}	2025	Proceedings of the 38th {Annual}		RQ4	Baja	1.0	Include	Métricas/metodologías
lee_talkin_2024	Talkin' '{Bout}	2024	Proceedings of the 2024 {Symposium}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lee_understanding_2025	Understanding {Adolescents}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
leekha_war_2024	War of {Words}	2024	Proceedings of the {International}		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
leemann_auto-gda_2024	Auto-{GDA}	2024	arXiv preprint arXiv …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
leemann_auto-gda_2025	{AUTO}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
legtchenko_storage_2025	Storage {Class}	2025	Proceedings of the 2025 {Workshop}		RQ4	Baja	1.0	Include	Métricas/metodologías
leitner_characterizing_2025	Characterizing {Network}	2025	Proceedings of the 17th {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
leong_putting_2024	Putting {Things}	2024	Proceedings of the 2024 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
leschanowsky_transparent_2025	Transparent nlp: {Using}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lesperance_taxonomic_2025	Taxonomic {Reasoning}	2025	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
leto_toward_2024	Toward optimal search and retrieval for rag	2024	arXiv preprint arXiv …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
leung_rag_2024	{RAG}	2024	… on Behavioural and …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
levin_chatdbg_2025	{ChatDBG}	2025	Proc. ACM Softw. Eng.		RQ4	Baja	1.0	Include	Métricas/metodologías
levonian_retrieval-augmented_2023	Retrieval-augmented generation to improve math question-answering: {Trade}	2023	arXiv preprint arXiv …		RQ3	Baja	1.0	Include	XAI/calibración
li_accurate_2025	Accurate {Insights}	2025	Proceedings of the 2025 {CHI}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_ai-driven_2025	An {AI}	2025	Proceedings of the 2024 4th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_alleviating_2024	Alleviating {Action}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
li_alleviating_2024-1	Alleviating action hallucination for llm-based embodied agents via inner and outer alignment	2024	2024 7th …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_alphafin_2024	{AlphaFin}	2024			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_autosilicon_2025	{AutoSilicon}	2025	ACM Trans. Des. Autom. Electron. Syst.		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_benchmarking_2025	{BENCHMARKING}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
li_biomedrag_2025	Biomedrag: {A}	2025	Journal of Biomedical Informatics		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_blockchain_2025	Blockchain in the {Digital}	2025	ACM Comput. Surv.		RQ4	Baja	1.0	Include	Métricas/metodologías
li_bordirlines_2024	{BORDIRLINES}	2024			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_bridging_2025	Bridging the {Gap}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_citation-enhanced_2024	Citation-{Enhanced}	2024	Proceedings of the {Annual}		RQ3	Baja	1.0	Include	XAI/calibración
li_citation-enhanced_2024-1	Citation-enhanced generation for {LLM}	2024	arXiv preprint arXiv:2402.16063		RQ3	Baja	1.0	Include	XAI/calibración
li_combining_2025	Combining {Lexicon}	2025	Mathematics		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_commercial_2025	Commercial llm agents are already vulnerable to simple yet dangerous attacks	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
li_corpuslm_2024	{CorpusLM}	2024	Proceedings of the 47th {International}		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
li_deepseek-med-8b_2025	{DeepSeek}	2025	2025 8th {International}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
li_dmqr-rag_2024	Dmqr-rag: {Diverse}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
li_eduragrag_2025	{EduRAG}	2025	Lecture Notes in Computer Science		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_efficient_2025	Efficient {Dynamic}	2025	arXiv preprint arXiv:2504.03165		RQ4	Baja	1.0	Include	Métricas/metodologías
li_emails_2025	Emails by {LLMs}	2025	Proceedings of the 17th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_enhanced_2024	Enhanced large language models-based legal query responses through retrieval augmented generation	2024	Proceedings of the 2024 International Conference on …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_enhancing_2024	Enhancing {LLM}	2024	Proceedings of the 1st {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_enhancing_2024-1	Enhancing llm factual accuracy with rag to counter hallucinations: {A}	2024	arXiv preprint arXiv:2403.10446		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
li_enhancing_2025	Enhancing {Pulmonary}	2025	Journal of Medical Internet Research		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_enhancing_2025-1	Enhancing retrieval-augmented generation: a study of best practices	2025	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_f2a2_2023	{F2A2}	2023	J. Mach. Learn. Res.		RQ3	Baja	1.0	Include	XAI/calibración
li_g-refer_2025	G-{Refer}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_generating_2025	Generating {Is}	2025	{ICASSP}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_generative_2024	Generative {AI}	2024	ACM Trans. Auton. Adapt. Syst.		RQ3	Baja	1.0	Include	XAI/calibración
li_grag-zre_2025	{GRAG}	2025	Lecture Notes in Computer Science		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_graph-augmented_2025	Graph-{Augmented}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_graph_2024	Graph and {Sequential}	2024	ACM Comput. Surv.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_how_2025	How llms react to industrial spatio-temporal data? assessing hallucination with a novel traffic incident benchmark dataset	2025	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_knowledge_2024	Knowledge graph-enhanced large language model for domain-specific question answering systems	2024	Authorea Preprints		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_knowledge_2025	Knowledge {Graph}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_knowledge_2025-1	Knowledge {Graph}	2025	2025 4th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_knowtrace_2025	{KnowTrace}	2025	Proceedings of the 31st {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_learning_2024	Learning to {Rewrite}	2024	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_leveraging_2024	Leveraging {Prompt}	2024	Proceedings of the {First}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_lexrag_2025	{LexRAG}	2025	Proceedings of the 48th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_llm-enhanced_2024	{LLM}	2024	{SIGGRAPH}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_llm_2024	{LLM}	2024	Proc. VLDB Endow.		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_llm_2024-1	Llm inference serving: {Survey}	2024	2024 IEEE High …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_llms_2024	{LLMs}	2024	Proceedings of the 2024 {Workshop}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_lokis_2025	Loki's {Dance}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
li_managing_2025	Managing {Scalable}	2025	Proceedings of the {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_matching_2025	From {Matching}	2025	ACM Trans. Inf. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_mccoder_2025	{MCCoder}	2025	2025 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_mitigating_2024	Mitigating {Hallucinations}	2024	medRxiv		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_mm-forecast_2024	{MM}	2024	Proceedings of the 32nd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_mmhsv_2023	{mmHSV}	2023	ACM Trans. Internet Things		RQ4	Baja	1.0	Include	Métricas/metodologías
li_neutronrag_2025	{NeutronRAG}	2025	Companion of the 2025 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_novel_2025	A {Novel}	2025	Proceedings of the 15th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_omniquery_2025	{OmniQuery}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_oreo_2025	Oreo: {A}	2025	Proceedings of the 2025 {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
li_privacy-preserving_2024	A {Privacy}	2024	CCF International Conference on Natural …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_r3-rag_2025	R3-{RAG}	2025	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_rac_2024	Rac: {Efficient}	2024	arXiv preprint arXiv:2410.15667		RQ4	Baja	1.0	Include	Métricas/metodologías
li_rag-ddr_2025	{RAG}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
li_refai_2024	{RefAI}	2024	Journal of the American Medical Informatics Association		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_refiner_2024	Refiner: {Restructure}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_repomincoder_2024	{RepoMinCoder}	2024	Proceedings of the 15th {Asia}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_retrieval-augmented_2025	Retrieval-augmented generation for educational application: {A}	2025	Computers and Education: Artificial Intelligence		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_review_2024	A review of prominent paradigms for llm-based agents: {Tool}	2024	arXiv preprint arXiv:2406.05804		RQ4	Baja	1.0	Include	Métricas/metodologías
li_review_2025	A review of prominent paradigms for llm-based agents: {Tool}	2025	Proceedings of the 31st International Conference on …		RQ4	Baja	1.0	Include	Métricas/metodologías
li_role_2024	On the {Role}	2024	Proceedings of the {Annual}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_seeing_2024	Seeing is believing: {Black}	2024	arXiv e-prints		RQ3	Baja	1.0	Include	XAI/calibración
li_simple_2024	Simple is effective: {The}	2024	arXiv preprint arXiv:2410.20724		RQ3	Baja	1.0	Include	XAI/calibración
li_simple_2025	{SIMPLE}	2025			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_structure-aware_2025	A {Structure}	2025	ACM Trans. Asian Low-Resour. Lang. Inf. Process.		RQ4	Baja	1.0	Include	Métricas/metodologías
li_survey_2025	A survey of personalization: {From}	2025	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_targeting_2024	Targeting the core: {A}	2024	arXiv preprint arXiv:2412.04415		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_tex2py-45k_2025	{Tex2Py}	2025	Proceedings of the 2024 8th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_traq_2023	Traq: {Trustworthy}	2023	arXiv preprint arXiv:2307.04642		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
li_traq_2024	{TRAQ}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
li_tutorllm_2025	{TutorLLM}	2025	IFIP Conference on …		RQ4	Baja	1.0	Include	Métricas/metodologías
li_tutorllm_2025-1	{TutorLLM}	2025	arXiv		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_understanding_2024	Understanding {Code}	2024	Proceedings of the 39th {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_urban_2025	Urban {Computing}	2025	ACM Trans. Intell. Syst. Technol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
li_use_2025	Use of {Retrieval}	2025	Journal of Medical Internet Research		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
li_wiping_2024	Wiping out the limitations of {Large}	2024	alexandria.unisg.ch		-	Baja	0.0	Maybe	Fuera de alcance
liang_aligning_2024	Aligning {Large}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liang_efficient_2025	Efficient and verifiable responses using {Retrieval}	2025	Proceedings of the 4th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
liang_fast_2025					RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liang_how_2025	How {Users}	2025	Proceedings of the 48th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liang_kag_2025	{KAG}	2025	Companion {Proceedings}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liang_learning_2024	Learning to trust your feelings: {Leveraging}	2024	arXiv preprint arXiv:2401.15449		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
liang_research_2025	Research on {Large}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liang_retrieval-augmented_2025	Retrieval-{Augmented}	2025	{ICASSP}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liang_saferag_2025	Saferag: {Benchmarking}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
liang_thames_2024	Thames: {An}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lima_know_2024	Know {Your}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lin_athena_2025	Athena: {A}	2025	2025 1st {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lin_concept-based_2025	Concept-{Based}	2025	Proceedings of the Joint Workshop of the 9th …		RQ4	Baja	1.0	Include	Métricas/metodologías
lin_detecting_2021	On detecting cherry-picked generalizations	2021	Proc. VLDB Endow.		RQ4	Baja	1.0	Include	Métricas/metodologías
lin_domain_2024	Domain {Adaption}	2024	2024 IEEE Spoken …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lin_explore_2025	Explore {What}	2025	Proceedings of the {AAAI}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lin_flame_2024	Flame: {Factuality}	2024	Advances in Neural …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lin_fraudulent_2025	A {Fraudulent}	2025	Proceedings of the 31st {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
lin_haprepair_2025	{HapRepair}	2025	Proceedings of the 33rd {ACM}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
lin_jupiter_2025	Jupiter: {Pushing}	2025	Proceedings of the {Twentieth}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lin_knowledge-injected_2024	A {Knowledge}	2024	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
lin_novel_2024	Novel {Preprocessing}	2024	2024 IEEE LLM …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lin_pe-gpt_2024	{PE}	2024	IEEE Transactions …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lin_pe-gpt_2025	{PE}	2025	IEEE Transactions on Industrial Electronics		-	Excluir	0.0	Exclude	Fuera de alcance
lin_raccoon_2025	{RACCOON}	2025	Companion {Proceedings}		RQ3	Baja	1.0	Include	XAI/calibración
lin_scirgen_2025	{ScIRGen}	2025	Proceedings of the 31st …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lin_technical_2024	Technical {Brief}	2024	Proceedings of the 2024 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
ling_domain_2025	Domain {Specialization}	2025	ACM Comput. Surv.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_adaptive_2025	Adaptive {Contextual}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_aggregated_2025	Aggregated {Knowledge}	2025	Proceedings of the 4th {International}		-	Excluir	0.0	Exclude	Fuera de alcance
liu_application_2025	Application of large language models in medicine	2025	Nature Reviews …		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_cachegen_2024	{CacheGen}	2024	Proceedings of the {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_can_2024	Can {Small}	2024	Proceedings of the 2024 on {Innovation}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_chatchisel_2024	{ChatChisel}	2024	2024 2nd {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_compeer_2024					RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_comprehensive_2024	Comprehensive {Evaluation}	2024	2024 7th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_ctrla_2024	{CtrlA}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_ctrla_2024-1	Ctrla: {Adaptive}	2024	arXiv e …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_detecting_2025	Detecting {AI}	2025	Proceedings of the 56th {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_detecting_2025-1	Detecting emergencies in patient portal messages using large language models and knowledge graph-based retrieval-augmented generation	2025	Journal of the …		-	Baja	0.0	Maybe	Fuera de alcance
liu_dragon_2025	{DRAGON}	2025	Proceedings of the {Twenty}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_dual_2025	The {Dual}	2025	Proceedings of the 2025 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_efficient_2025	Efficient {Vector}	2025	Proceedings of the 17th {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_enhancing_2025	Enhancing {Automotive}	2025	Proceedings of the 2024 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_enhancing_2025-1	Enhancing {Large}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
liu_envisioning_2025	Envisioning {AI}	2025	Proc. ACM Hum.-Comput. Interact.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_fitting_2025	Fitting {Into}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_gram_2024	{GRAM}	2024	Proceedings of the 30th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_graphcoder_2024	{GraphCoder}	2024	Proceedings of the 39th {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_gsfl_2025	{GSFL}	2025	ACM Trans. Auton. Adapt. Syst.		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
liu_hallucination-aware_2024	Hallucination-aware {Optimization}	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_heterrag_2025	{HeterRAG}	2025	Proceedings of the 52nd {Annual}		RQ3	Baja	1.0	Include	XAI/calibración
liu_hoprag_2025	Hoprag: {Multi}	2025	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_how_2024	How {Can}	2024	J. Comput. Cult. Herit.		-	Baja	0.0	Maybe	Fuera de alcance
liu_how_2024-1	How much can rag help the reasoning of llm?	2024	arXiv preprint arXiv:2410.02338		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_improving_2025	Improving {AI}	2025	Proceedings of the 56th {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_improving_2025-1	Improving {Emotional}	2025	Proc. ACM Hum.-Comput. Interact.		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_improving_2025-2	Improving large language model applications in biomedicine with retrieval-augmented generation: a systematic review	2025	Journal of the American Medical Informatics Association		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
liu_improving_2025-3	Improving large language model applications in biomedicine with retrieval-augmented generation: a systematic review	2025	Journal of the American Medical …		RQ3	Baja	1.0	Include	XAI/calibración
liu_innovative_2024	An {Innovative}	2024	Proceedings of the 32nd {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_judge_2025	Judge as a judge: {Improving}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_leveraging_2025	Leveraging {Passage}	2025	Proceedings of the {ACM}		-	Baja	0.0	Maybe	Fuera de alcance
liu_mask-based_2025	Mask-based {Membership}	2025	Proceedings of the {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_multimodal_2025	Multimodal {Intent}	2025	Companion {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
